RS,BA,OBP,SLG,Year,Team,League,RA,OOBP,OSLG,W,G,Playoffs,RankSeason,RankPlayoffs
642,0.247,0.314,0.374,2003,NYM,NL,754,0.345,0.438,66,161,0,,
877,0.271,0.356,0.453,2003,NYY,AL,716,0.314,0.407,101,163,1,1.0,2.0
768,0.254,0.327,0.417,2003,OAK,AL,643,0.314,0.376,96,162,1,3.0,4.0
791,0.261,0.343,0.419,2003,PHI,NL,697,0.327,0.401,86,162,0,,
753,0.267,0.338,0.42,2003,PIT,NL,801,0.336,0.431,75,162,0,,
678,0.261,0.333,0.388,2003,SDP,NL,831,0.341,0.437,64,162,0,,
795,0.271,0.344,0.41,2003,SEA,AL,637,0.311,0.388,93,162,0,,
755,0.264,0.338,0.425,2003,SFG,NL,638,0.321,0.386,100,161,1,2.0,4.0
876,0.279,0.35,0.454,2003,STL,NL,796,0.336,0.452,85,162,0,,
715,0.265,0.32,0.404,2003,TBD,AL,852,0.347,0.44,63,162,0,,
826,0.266,0.33,0.454,2003,TEX,AL,969,0.36,0.473,71,162,0,,
894,0.279,0.349,0.455,2003,TOR,AL,826,0.337,0.441,86,162,0,,
851,0.282,0.341,0.433,2002,ANA,AL,644,0.314,0.392,99,162,1,3.0,1.0
819,0.267,0.346,0.423,2002,ARI,NL,674,0.305,0.397,98,162,1,4.0,4.0
708,0.26,0.331,0.409,2002,ATL,NL,565,0.313,0.364,101,161,1,2.0,4.0
667,0.246,0.309,0.403,2002,BAL,AL,773,0.336,0.435,67,162,0,,
859,0.277,0.345,0.444,2002,BOS,AL,665,0.308,0.385,93,162,0,,
706,0.246,0.321,0.413,2002,CHC,NL,759,0.331,0.407,67,162,0,,
856,0.268,0.338,0.449,2002,CHW,AL,798,0.33,0.423,81,162,0,,
709,0.253,0.33,0.408,2002,CIN,NL,774,0.338,0.426,78,162,0,,
739,0.249,0.321,0.412,2002,CLE,AL,837,0.348,0.423,74,162,0,,
778,0.274,0.337,0.423,2002,COL,NL,898,0.349,0.466,73,162,0,,
575,0.248,0.3,0.379,2002,DET,AL,864,0.343,0.455,55,161,0,,
699,0.261,0.337,0.403,2002,FLA,NL,763,0.341,0.415,79,162,0,,
749,0.262,0.338,0.417,2002,HOU,NL,695,0.33,0.41,84,162,0,,
737,0.256,0.323,0.398,2002,KCR,AL,891,0.349,0.464,62,162,0,,
713,0.264,0.32,0.409,2002,LAD,NL,643,0.315,0.387,92,162,0,,
627,0.253,0.32,0.39,2002,MIL,NL,821,0.352,0.442,56,162,0,,
768,0.272,0.332,0.437,2002,MIN,AL,712,0.318,0.421,94,161,1,7.0,3.0
735,0.261,0.334,0.418,2002,MON,NL,718,0.329,0.421,83,162,0,,
690,0.256,0.322,0.395,2002,NYM,NL,703,0.327,0.403,75,161,0,,
897,0.275,0.354,0.455,2002,NYY,AL,697,0.309,0.395,103,161,1,1.0,4.0
800,0.261,0.339,0.432,2002,OAK,AL,654,0.315,0.384,103,162,1,1.0,4.0
710,0.259,0.339,0.422,2002,PHI,NL,724,0.328,0.401,80,161,0,,
641,0.244,0.319,0.381,2002,PIT,NL,730,0.342,0.423,72,161,0,,
662,0.253,0.321,0.381,2002,SDP,NL,815,0.346,0.442,66,162,0,,
814,0.275,0.35,0.419,2002,SEA,AL,699,0.315,0.41,93,162,0,,
783,0.267,0.344,0.442,2002,SFG,NL,616,0.319,0.372,95,162,1,6.0,2.0
787,0.268,0.338,0.425,2002,STL,NL,648,0.323,0.386,97,162,1,5.0,3.0
673,0.253,0.314,0.39,2002,TBD,AL,918,0.357,0.463,55,161,0,,
843,0.269,0.338,0.455,2002,TEX,AL,882,0.355,0.451,72,162,0,,
813,0.261,0.327,0.43,2002,TOR,AL,828,0.344,0.431,78,162,0,,
691,0.261,0.327,0.405,2001,ANA,AL,730,0.331,0.412,75,162,0,,
818,0.267,0.341,0.442,2001,ARI,NL,677,0.311,0.404,92,162,1,5.0,1.0
729,0.26,0.324,0.412,2001,ATL,NL,643,0.314,0.384,88,162,1,7.0,3.0
687,0.248,0.319,0.38,2001,BAL,AL,829,0.337,0.439,63,162,0,,
772,0.266,0.334,0.439,2001,BOS,AL,745,0.329,0.393,82,161,0,,
777,0.261,0.336,0.43,2001,CHC,NL,701,0.321,0.398,88,162,0,,
798,0.268,0.334,0.451,2001,CHW,AL,795,0.334,0.427,83,162,0,,
735,0.262,0.324,0.419,2001,CIN,NL,850,0.341,0.455,66,162,0,,
897,0.278,0.35,0.458,2001,CLE,AL,821,0.341,0.417,91,162,1,6.0,4.0
923,0.292,0.354,0.483,2001,COL,NL,906,0.35,0.48,73,162,0,,
724,0.26,0.32,0.409,2001,DET,AL,876,0.357,0.461,66,162,0,,
742,0.264,0.326,0.423,2001,FLA,NL,744,0.338,0.411,76,162,0,,
847,0.271,0.347,0.451,2001,HOU,NL,769,0.325,0.437,93,162,1,4.0,4.0
729,0.266,0.318,0.409,2001,KCR,AL,858,0.348,0.45,65,162,0,,
758,0.255,0.323,0.425,2001,LAD,NL,744,0.323,0.411,86,162,0,,
740,0.251,0.319,0.426,2001,MIL,NL,806,0.35,0.44,68,162,0,,
771,0.272,0.337,0.433,2001,MIN,AL,766,0.325,0.437,85,162,0,,
670,0.253,0.319,0.396,2001,MON,NL,812,0.339,0.441,68,162,0,,
642,0.249,0.323,0.387,2001,NYM,NL,713,0.314,0.419,82,162,0,,
804,0.267,0.334,0.435,2001,NYY,AL,713,0.318,0.398,95,161,1,3.0,2.0
884,0.264,0.345,0.439,2001,OAK,AL,645,0.308,0.38,102,162,1,2.0,4.0
746,0.26,0.329,0.414,2001,PHI,NL,719,0.329,0.424,86,162,0,,
657,0.247,0.313,0.393,2001,PIT,NL,858,0.344,0.433,62,162,0,,
789,0.252,0.336,0.399,2001,SDP,NL,812,0.33,0.45,79,162,0,,
927,0.288,0.36,0.445,2001,SEA,AL,627,0.301,0.378,116,162,1,1.0,3.0
799,0.266,0.342,0.46,2001,SFG,NL,748,0.329,0.404,90,162,0,,
814,0.27,0.339,0.441,2001,STL,NL,684,0.328,0.428,93,162,1,4.0,4.0
672,0.258,0.32,0.388,2001,TBD,AL,887,0.345,0.452,62,162,0,,
890,0.275,0.344,0.471,2001,TEX,AL,968,0.362,0.494,73,162,0,,
767,0.263,0.325,0.43,2001,TOR,AL,753,0.339,0.435,80,162,0,,
864,0.28,0.352,0.472,2000,ANA,AL,869,0.351,0.453,82,162,0,,
792,0.265,0.333,0.429,2000,ARI,NL,754,0.326,0.424,85,162,0,,
810,0.271,0.346,0.429,2000,ATL,NL,714,0.319,0.402,95,162,1,2.0,4.0
794,0.272,0.341,0.435,2000,BAL,AL,913,0.352,0.449,74,162,0,,
792,0.267,0.341,0.423,2000,BOS,AL,745,0.322,0.411,85,162,0,,
764,0.256,0.335,0.411,2000,CHC,NL,904,0.348,0.452,65,162,0,,
978,0.286,0.356,0.47,2000,CHW,AL,839,0.346,0.434,95,162,1,2.0,4.0
825,0.274,0.343,0.447,2000,CIN,NL,765,0.341,0.438,85,163,0,,
950,0.288,0.367,0.47,2000,CLE,AL,816,0.35,0.425,90,162,0,,
968,0.294,0.362,0.455,2000,COL,NL,897,0.354,0.471,82,162,0,,
823,0.275,0.343,0.438,2000,DET,AL,827,0.34,0.443,79,162,0,,
731,0.262,0.331,0.409,2000,FLA,NL,797,0.348,0.429,79,161,0,,
938,0.278,0.361,0.477,2000,HOU,NL,944,0.353,0.476,72,162,0,,
879,0.288,0.348,0.425,2000,KCR,AL,930,0.362,0.474,77,162,0,,
798,0.257,0.341,0.431,2000,LAD,NL,729,0.332,0.407,86,162,0,,
740,0.246,0.325,0.403,2000,MIL,NL,826,0.357,0.42,73,163,0,,
748,0.27,0.337,0.407,2000,MIN,AL,880,0.347,0.466,69,162,0,,
738,0.266,0.326,0.432,2000,MON,NL,902,0.353,0.449,67,162,0,,
807,0.263,0.346,0.43,2000,NYM,NL,738,0.327,0.403,94,162,1,3.0,2.0
871,0.277,0.354,0.45,2000,NYY,AL,814,0.336,0.422,87,161,1,5.0,1.0
947,0.27,0.36,0.458,2000,OAK,AL,813,0.348,0.423,91,161,1,4.0,4.0
708,0.251,0.329,0.4,2000,PHI,NL,830,0.343,0.448,65,162,0,,
793,0.267,0.339,0.424,2000,PIT,NL,888,0.361,0.432,69,162,0,,
752,0.254,0.33,0.402,2000,SDP,NL,815,0.34,0.416,76,162,0,,
907,0.269,0.361,0.442,2000,SEA,AL,780,0.339,0.416,91,162,1,4.0,3.0
925,0.278,0.362,0.472,2000,SFG,NL,747,0.342,0.412,97,162,1,1.0,4.0
887,0.27,0.356,0.455,2000,STL,NL,771,0.338,0.434,95,162,1,2.0,3.0
733,0.257,0.329,0.399,2000,TBD,AL,842,0.345,0.451,69,161,0,,
848,0.283,0.352,0.446,2000,TEX,AL,974,0.369,0.475,71,162,0,,
861,0.275,0.341,0.469,2000,TOR,AL,908,0.354,0.456,83,162,0,,
711,0.256,0.322,0.395,1999,ANA,AL,826,0.346,0.427,70,162,0,,
908,0.277,0.347,0.459,1999,ARI,NL,676,0.32,0.402,100,162,1,2.0,4.0
840,0.266,0.341,0.436,1999,ATL,NL,661,0.314,0.377,103,162,1,1.0,2.0
851,0.279,0.353,0.447,1999,BAL,AL,815,0.35,0.441,78,162,0,,
836,0.278,0.35,0.448,1999,BOS,AL,718,0.315,0.398,94,162,1,6.0,3.0
747,0.257,0.329,0.42,1999,CHC,NL,920,0.346,0.467,67,162,0,,
777,0.277,0.337,0.429,1999,CHW,AL,870,0.353,0.447,75,162,0,,
865,0.272,0.341,0.451,1999,CIN,NL,711,0.324,0.411,96,163,0,,
1009,0.289,0.373,0.467,1999,CLE,AL,860,0.347,0.439,97,162,1,4.0,4.0
906,0.288,0.348,0.472,1999,COL,NL,1028,0.384,0.499,72,162,0,,
747,0.261,0.326,0.443,1999,DET,AL,882,0.349,0.451,69,161,0,,
691,0.263,0.325,0.395,1999,FLA,NL,852,0.359,0.44,64,162,0,,
823,0.267,0.355,0.42,1999,HOU,NL,675,0.326,0.397,97,162,1,4.0,4.0
856,0.282,0.348,0.433,1999,KCR,AL,921,0.365,0.454,64,161,0,,
793,0.266,0.339,0.42,1999,LAD,NL,787,0.336,0.422,77,162,0,,
815,0.273,0.353,0.426,1999,MIL,NL,886,0.356,0.457,74,161,0,,
686,0.264,0.328,0.384,1999,MIN,AL,845,0.342,0.465,63,161,0,,
718,0.265,0.323,0.427,1999,MON,NL,853,0.342,0.418,68,162,0,,
853,0.279,0.363,0.434,1999,NYM,NL,711,0.331,0.418,97,163,1,4.0,3.0
900,0.282,0.366,0.453,1999,NYY,AL,731,0.329,0.4,98,162,1,3.0,1.0
893,0.259,0.355,0.446,1999,OAK,AL,846,0.344,0.428,87,162,0,,
841,0.275,0.351,0.431,1999,PHI,NL,846,0.347,0.447,77,162,0,,
775,0.259,0.334,0.419,1999,PIT,NL,782,0.343,0.42,78,161,0,,
710,0.252,0.332,0.393,1999,SDP,NL,781,0.333,0.43,74,162,0,,
859,0.269,0.343,0.455,1999,SEA,AL,905,0.368,0.454,79,162,0,,
872,0.271,0.356,0.434,1999,SFG,NL,831,0.345,0.423,86,162,0,,
809,0.262,0.338,0.426,1999,STL,NL,838,0.355,0.427,75,161,0,,
772,0.274,0.343,0.411,1999,TBD,AL,913,0.371,0.448,69,162,0,,
945,0.293,0.361,0.479,1999,TEX,AL,859,0.346,0.459,95,162,1,5.0,4.0
883,0.28,0.352,0.457,1999,TOR,AL,862,0.353,0.456,84,162,0,,
787,0.272,0.335,0.415,1998,ANA,AL,783,,,85,162,0,,
665,0.246,0.314,0.393,1998,ARI,NL,812,,,65,162,0,,
826,0.272,0.342,0.453,1998,ATL,NL,581,,,106,162,1,2.0,3.0
817,0.273,0.347,0.447,1998,BAL,AL,785,,,79,162,0,,
876,0.28,0.348,0.463,1998,BOS,AL,729,,,92,162,1,5.0,4.0
831,0.264,0.337,0.433,1998,CHC,NL,792,,,90,163,1,6.0,4.0
861,0.271,0.339,0.444,1998,CHW,AL,931,,,80,163,0,,
750,0.262,0.337,0.402,1998,CIN,NL,760,,,77,162,0,,
850,0.272,0.347,0.448,1998,CLE,AL,779,,,89,162,1,7.0,3.0
826,0.291,0.347,0.461,1998,COL,NL,855,,,77,162,0,,
722,0.264,0.323,0.415,1998,DET,AL,863,,,65,162,0,,
667,0.248,0.317,0.373,1998,FLA,NL,923,,,54,162,0,,
874,0.28,0.356,0.436,1998,HOU,NL,620,,,102,162,1,3.0,4.0
714,0.263,0.324,0.399,1998,KCR,AL,899,,,72,161,0,,
669,0.252,0.31,0.387,1998,LAD,NL,678,,,83,162,0,,
707,0.26,0.33,0.396,1998,MIL,NL,812,,,74,162,0,,
734,0.266,0.328,0.389,1998,MIN,AL,818,,,70,162,0,,
644,0.249,0.31,0.394,1998,MON,NL,783,,,65,162,0,,
706,0.259,0.33,0.394,1998,NYM,NL,645,,,88,162,0,,
965,0.288,0.364,0.46,1998,NYY,AL,656,,,114,162,1,1.0,1.0
804,0.257,0.338,0.397,1998,OAK,AL,866,,,74,162,0,,
713,0.264,0.326,0.395,1998,PHI,NL,808,,,75,162,0,,
650,0.254,0.311,0.374,1998,PIT,NL,718,,,69,163,0,,
749,0.253,0.33,0.409,1998,SDP,NL,635,,,98,162,1,4.0,2.0
859,0.276,0.345,0.468,1998,SEA,AL,855,,,76,161,0,,
845,0.274,0.353,0.421,1998,SFG,NL,739,,,89,163,0,,
810,0.258,0.341,0.441,1998,STL,NL,782,,,83,163,0,,
620,0.261,0.321,0.385,1998,TBD,AL,751,,,63,162,0,,
940,0.289,0.357,0.462,1998,TEX,AL,871,,,88,162,1,8.0,4.0
816,0.266,0.34,0.448,1998,TOR,AL,768,,,88,163,0,,
829,0.272,0.346,0.416,1997,ANA,AL,794,,,84,162,0,,
791,0.27,0.343,0.426,1997,ATL,NL,581,,,101,162,1,1.0,3.0
812,0.268,0.341,0.429,1997,BAL,AL,681,,,98,162,1,2.0,3.0
851,0.291,0.352,0.463,1997,BOS,AL,857,,,78,162,0,,
687,0.263,0.321,0.396,1997,CHC,NL,759,,,68,162,0,,
779,0.273,0.341,0.417,1997,CHW,AL,833,,,80,161,0,,
651,0.253,0.321,0.389,1997,CIN,NL,764,,,76,162,0,,
868,0.286,0.358,0.467,1997,CLE,AL,815,,,86,161,1,6.0,2.0
923,0.288,0.357,0.478,1997,COL,NL,908,,,83,162,0,,
784,0.258,0.332,0.415,1997,DET,AL,790,,,79,162,0,,
740,0.259,0.346,0.395,1997,FLA,NL,669,,,92,162,1,4.0,1.0
777,0.259,0.344,0.403,1997,HOU,NL,660,,,84,162,1,7.0,4.0
747,0.264,0.333,0.407,1997,KCR,AL,820,,,67,161,0,,
742,0.268,0.33,0.418,1997,LAD,NL,645,,,88,162,0,,
681,0.26,0.325,0.398,1997,MIL,AL,742,,,78,161,0,,
772,0.27,0.333,0.409,1997,MIN,AL,861,,,68,162,0,,
691,0.258,0.316,0.425,1997,MON,NL,740,,,78,162,0,,
777,0.262,0.332,0.405,1997,NYM,NL,709,,,88,162,0,,
891,0.287,0.362,0.436,1997,NYY,AL,688,,,96,162,1,3.0,4.0
764,0.26,0.339,0.423,1997,OAK,AL,946,,,65,162,0,,
668,0.255,0.322,0.385,1997,PHI,NL,840,,,68,162,0,,
725,0.262,0.329,0.404,1997,PIT,NL,760,,,79,162,0,,
795,0.271,0.342,0.407,1997,SDP,NL,891,,,76,162,0,,
925,0.28,0.355,0.485,1997,SEA,AL,833,,,90,162,1,5.0,4.0
784,0.258,0.337,0.414,1997,SFG,NL,793,,,90,162,1,5.0,4.0
689,0.255,0.324,0.396,1997,STL,NL,708,,,73,162,0,,
807,0.274,0.334,0.438,1997,TEX,AL,823,,,77,162,0,,
654,0.244,0.31,0.389,1997,TOR,AL,694,,,76,162,0,,
773,0.27,0.333,0.432,1996,ATL,NL,648,,,96,162,1,2.0,2.0
949,0.274,0.35,0.472,1996,BAL,AL,903,,,88,163,1,6.0,3.0
928,0.283,0.359,0.457,1996,BOS,AL,921,,,85,162,0,,
762,0.276,0.339,0.431,1996,CAL,AL,943,,,70,161,0,,
772,0.251,0.32,0.401,1996,CHC,NL,771,,,76,162,0,,
898,0.281,0.36,0.447,1996,CHW,AL,794,,,85,162,0,,
778,0.256,0.331,0.422,1996,CIN,NL,773,,,81,162,0,,
952,0.293,0.369,0.475,1996,CLE,AL,769,,,99,161,1,1.0,4.0
961,0.287,0.355,0.472,1996,COL,NL,964,,,83,162,0,,
783,0.256,0.323,0.42,1996,DET,AL,1103,,,53,162,0,,
688,0.257,0.329,0.393,1996,FLA,NL,703,,,80,162,0,,
753,0.262,0.336,0.397,1996,HOU,NL,792,,,82,162,0,,
746,0.267,0.332,0.398,1996,KCR,AL,786,,,75,161,0,,
703,0.252,0.316,0.384,1996,LAD,NL,652,,,90,162,1,5.0,4.0
894,0.279,0.353,0.441,1996,MIL,AL,899,,,80,162,0,,
877,0.288,0.357,0.425,1996,MIN,AL,900,,,78,162,0,,
741,0.262,0.327,0.406,1996,MON,NL,668,,,88,162,0,,
746,0.27,0.324,0.412,1996,NYM,NL,779,,,71,162,0,,
871,0.288,0.36,0.436,1996,NYY,AL,787,,,92,162,1,3.0,1.0
861,0.265,0.344,0.452,1996,OAK,AL,900,,,78,162,0,,
650,0.256,0.325,0.387,1996,PHI,NL,790,,,67,162,0,,
776,0.266,0.329,0.407,1996,PIT,NL,833,,,73,162,0,,
771,0.265,0.338,0.402,1996,SDP,NL,682,,,91,162,1,4.0,4.0
993,0.287,0.366,0.484,1996,SEA,AL,895,,,85,161,0,,
752,0.253,0.331,0.388,1996,SFG,NL,862,,,68,162,0,,
759,0.267,0.33,0.407,1996,STL,NL,706,,,88,162,1,6.0,3.0
928,0.284,0.358,0.469,1996,TEX,AL,799,,,90,163,1,5.0,4.0
766,0.259,0.331,0.42,1996,TOR,AL,809,,,74,162,0,,
767,0.262,0.331,0.408,1993,ATL,NL,559,,,104,162,1,1.0,3.0
786,0.267,0.346,0.413,1993,BAL,AL,745,,,85,162,0,,
686,0.264,0.33,0.395,1993,BOS,AL,698,,,80,162,0,,
684,0.26,0.331,0.38,1993,CAL,AL,770,,,71,162,0,,
738,0.27,0.325,0.414,1993,CHC,NL,739,,,84,163,0,,
776,0.265,0.338,0.411,1993,CHW,AL,664,,,94,162,1,4.0,3.0
722,0.264,0.324,0.396,1993,CIN,NL,785,,,73,162,0,,
790,0.275,0.335,0.409,1993,CLE,AL,813,,,76,162,0,,
758,0.273,0.323,0.422,1993,COL,NL,967,,,67,162,0,,
899,0.275,0.362,0.434,1993,DET,AL,837,,,85,162,0,,
581,0.248,0.314,0.346,1993,FLA,NL,724,,,64,162,0,,
716,0.267,0.33,0.409,1993,HOU,NL,630,,,85,162,0,,
675,0.263,0.32,0.397,1993,KCR,AL,694,,,84,162,0,,
675,0.261,0.321,0.383,1993,LAD,NL,662,,,81,162,0,,
733,0.258,0.328,0.378,1993,MIL,AL,792,,,69,162,0,,
693,0.264,0.327,0.385,1993,MIN,AL,830,,,71,162,0,,
732,0.257,0.326,0.386,1993,MON,NL,682,,,94,163,0,,
672,0.248,0.305,0.39,1993,NYM,NL,744,,,59,162,0,,
821,0.279,0.353,0.435,1993,NYY,AL,761,,,88,162,0,,
715,0.254,0.33,0.394,1993,OAK,AL,846,,,68,162,0,,
877,0.274,0.351,0.426,1993,PHI,NL,740,,,97,162,1,2.0,2.0
707,0.267,0.335,0.393,1993,PIT,NL,806,,,75,162,0,,
679,0.252,0.312,0.389,1993,SDP,NL,772,,,61,162,0,,
734,0.26,0.339,0.406,1993,SEA,AL,731,,,82,162,0,,
808,0.276,0.34,0.427,1993,SFG,NL,636,,,103,162,0,,
758,0.272,0.341,0.395,1993,STL,NL,744,,,87,162,0,,
835,0.267,0.329,0.431,1993,TEX,AL,751,,,86,162,0,,
847,0.279,0.35,0.436,1993,TOR,AL,742,,,95,162,1,3.0,1.0
682,0.254,0.316,0.388,1992,ATL,NL,569,,,98,162,1,1.0,2.0
705,0.259,0.34,0.398,1992,BAL,AL,656,,,89,162,0,,
599,0.246,0.321,0.347,1992,BOS,AL,669,,,73,162,0,,
579,0.243,0.301,0.338,1992,CAL,AL,671,,,72,162,0,,
593,0.254,0.307,0.364,1992,CHC,NL,624,,,78,162,0,,
738,0.261,0.336,0.383,1992,CHW,AL,690,,,86,162,0,,
660,0.26,0.328,0.382,1992,CIN,NL,609,,,90,162,0,,
674,0.266,0.323,0.383,1992,CLE,AL,746,,,76,162,0,,
791,0.256,0.337,0.407,1992,DET,AL,794,,,75,162,0,,
608,0.246,0.313,0.359,1992,HOU,NL,668,,,81,162,0,,
610,0.256,0.315,0.364,1992,KCR,AL,667,,,72,162,0,,
548,0.248,0.313,0.339,1992,LAD,NL,636,,,63,162,0,,
740,0.268,0.33,0.375,1992,MIL,AL,604,,,92,162,0,,
747,0.277,0.341,0.391,1992,MIN,AL,653,,,90,162,0,,
648,0.252,0.313,0.37,1992,MON,NL,581,,,87,162,0,,
599,0.235,0.31,0.342,1992,NYM,NL,653,,,72,162,0,,
733,0.261,0.328,0.406,1992,NYY,AL,746,,,76,162,0,,
745,0.258,0.346,0.386,1992,OAK,AL,672,,,96,162,1,2.0,3.0
686,0.253,0.32,0.377,1992,PHI,NL,717,,,70,162,0,,
693,0.255,0.324,0.381,1992,PIT,NL,595,,,96,162,1,2.0,3.0
617,0.255,0.313,0.386,1992,SDP,NL,636,,,82,162,0,,
679,0.263,0.323,0.402,1992,SEA,AL,799,,,64,162,0,,
574,0.244,0.302,0.355,1992,SFG,NL,647,,,72,162,0,,
631,0.262,0.323,0.375,1992,STL,NL,604,,,83,162,0,,
682,0.25,0.321,0.393,1992,TEX,AL,753,,,77,162,0,,
780,0.263,0.333,0.414,1992,TOR,AL,682,,,96,162,1,2.0,1.0
749,0.258,0.328,0.393,1991,ATL,NL,644,,,94,162,1,3.0,2.0
686,0.254,0.319,0.401,1991,BAL,AL,796,,,67,162,0,,
731,0.269,0.34,0.401,1991,BOS,AL,712,,,84,162,0,,
653,0.255,0.314,0.374,1991,CAL,AL,649,,,81,162,0,,
695,0.253,0.309,0.39,1991,CHC,NL,734,,,77,160,0,,
758,0.262,0.336,0.391,1991,CHW,AL,681,,,87,162,0,,
689,0.258,0.32,0.403,1991,CIN,NL,691,,,74,162,0,,
576,0.254,0.313,0.35,1991,CLE,AL,759,,,57,162,0,,
817,0.247,0.333,0.416,1991,DET,AL,794,,,84,162,0,,
605,0.244,0.309,0.347,1991,HOU,NL,717,,,65,162,0,,
727,0.264,0.328,0.394,1991,KCR,AL,722,,,82,162,0,,
665,0.253,0.326,0.359,1991,LAD,NL,565,,,93,162,0,,
799,0.271,0.336,0.396,1991,MIL,AL,744,,,83,162,0,,
776,0.28,0.344,0.42,1991,MIN,AL,652,,,95,162,1,2.0,1.0
579,0.246,0.308,0.357,1991,MON,NL,655,,,71,161,0,,
640,0.244,0.317,0.365,1991,NYM,NL,646,,,77,161,0,,
674,0.256,0.316,0.387,1991,NYY,AL,777,,,71,162,0,,
760,0.248,0.331,0.389,1991,OAK,AL,776,,,84,162,0,,
629,0.241,0.303,0.358,1991,PHI,NL,680,,,78,162,0,,
768,0.263,0.338,0.398,1991,PIT,NL,632,,,98,162,1,1.0,3.0
636,0.244,0.31,0.362,1991,SDP,NL,646,,,84,162,0,,
702,0.255,0.328,0.383,1991,SEA,AL,674,,,83,162,0,,
649,0.246,0.309,0.381,1991,SFG,NL,697,,,75,162,0,,
651,0.255,0.322,0.357,1991,STL,NL,648,,,84,162,0,,
829,0.27,0.341,0.424,1991,TEX,AL,814,,,85,162,0,,
684,0.257,0.322,0.4,1991,TOR,AL,622,,,91,162,1,4.0,3.0
682,0.25,0.311,0.396,1990,ATL,NL,821,,,65,162,0,,
669,0.245,0.33,0.37,1990,BAL,AL,698,,,76,161,0,,
699,0.272,0.344,0.395,1990,BOS,AL,664,,,88,162,1,4.0,3.0
690,0.26,0.329,0.391,1990,CAL,AL,706,,,80,162,0,,
690,0.263,0.314,0.392,1990,CHC,NL,774,,,77,162,0,,
682,0.258,0.32,0.379,1990,CHW,AL,633,,,94,162,0,,
693,0.265,0.325,0.399,1990,CIN,NL,597,,,91,162,1,3.0,1.0
732,0.267,0.324,0.391,1990,CLE,AL,737,,,77,162,0,,
750,0.259,0.337,0.409,1990,DET,AL,754,,,79,162,0,,
573,0.242,0.313,0.345,1990,HOU,NL,656,,,75,162,0,,
707,0.267,0.328,0.395,1990,KCR,AL,709,,,75,161,0,,
728,0.262,0.328,0.382,1990,LAD,NL,685,,,86,162,0,,
732,0.256,0.32,0.384,1990,MIL,AL,760,,,74,162,0,,
666,0.265,0.324,0.385,1990,MIN,AL,729,,,74,162,0,,
662,0.25,0.322,0.37,1990,MON,NL,598,,,85,162,0,,
775,0.256,0.323,0.408,1990,NYM,NL,613,,,91,162,0,,
603,0.241,0.3,0.366,1990,NYY,AL,749,,,67,162,0,,
733,0.254,0.336,0.391,1990,OAK,AL,570,,,103,162,1,1.0,2.0
646,0.255,0.327,0.363,1990,PHI,NL,729,,,77,162,0,,
733,0.259,0.33,0.405,1990,PIT,NL,619,,,95,162,1,2.0,3.0
673,0.257,0.32,0.38,1990,SDP,NL,673,,,75,162,0,,
640,0.259,0.333,0.373,1990,SEA,AL,680,,,77,162,0,,
719,0.262,0.323,0.396,1990,SFG,NL,710,,,85,162,0,,
599,0.256,0.32,0.358,1990,STL,NL,698,,,70,162,0,,
676,0.259,0.331,0.376,1990,TEX,AL,696,,,83,162,0,,
767,0.265,0.328,0.419,1990,TOR,AL,661,,,86,162,0,,
584,0.234,0.298,0.35,1989,ATL,NL,680,,,63,161,0,,
708,0.252,0.326,0.379,1989,BAL,AL,686,,,87,162,0,,
774,0.277,0.351,0.403,1989,BOS,AL,735,,,83,162,0,,
669,0.256,0.311,0.386,1989,CAL,AL,578,,,91,162,0,,
702,0.261,0.319,0.387,1989,CHC,NL,623,,,93,162,1,2.0,3.0
693,0.271,0.328,0.383,1989,CHW,AL,750,,,69,161,0,,
632,0.247,0.309,0.37,1989,CIN,NL,691,,,75,162,0,,
604,0.245,0.31,0.365,1989,CLE,AL,654,,,73,162,0,,
617,0.242,0.318,0.351,1989,DET,AL,816,,,59,162,0,,
647,0.239,0.306,0.345,1989,HOU,NL,669,,,86,162,0,,
690,0.261,0.329,0.373,1989,KCR,AL,635,,,92,162,0,,
554,0.24,0.306,0.339,1989,LAD,NL,536,,,77,160,0,,
707,0.259,0.318,0.382,1989,MIL,AL,679,,,81,162,0,,
740,0.276,0.334,0.402,1989,MIN,AL,738,,,80,162,0,,
632,0.247,0.319,0.361,1989,MON,NL,630,,,81,162,0,,
683,0.246,0.311,0.385,1989,NYM,NL,595,,,87,162,0,,
698,0.269,0.331,0.391,1989,NYY,AL,792,,,74,161,0,,
712,0.261,0.331,0.381,1989,OAK,AL,576,,,99,162,1,1.0,1.0
629,0.243,0.314,0.364,1989,PHI,NL,735,,,67,163,0,,
637,0.241,0.311,0.359,1989,PIT,NL,680,,,74,164,0,,
642,0.251,0.319,0.369,1989,SDP,NL,626,,,89,162,0,,
694,0.257,0.32,0.384,1989,SEA,AL,728,,,73,162,0,,
699,0.25,0.316,0.39,1989,SFG,NL,600,,,92,162,1,3.0,2.0
632,0.258,0.321,0.363,1989,STL,NL,608,,,86,164,0,,
695,0.263,0.326,0.394,1989,TEX,AL,714,,,83,162,0,,
731,0.26,0.323,0.398,1989,TOR,AL,651,,,89,162,1,4.0,3.0
555,0.242,0.298,0.348,1988,ATL,NL,741,,,54,160,0,,
550,0.238,0.305,0.359,1988,BAL,AL,789,,,54,161,0,,
813,0.283,0.357,0.42,1988,BOS,AL,689,,,89,162,1,4.0,3.0
